"a","b"
-0.719552835079771,0.206788851229399
-0.806427112380069,-0.416604756128827
-0.346272077355065,-0.674574847532146
1.17455979360042,-0.859991250518042
0.992182741419868,0.506737170608816
-1.07789910678483,-0.342059928952037
-0.0322317277254566,0.384071974271199
0.988442344646362,-1.10365067748197
-0.0424574031614112,-0.313056933791582
-0.546859620887849,-0.263220742381897
-0.954055582827315,0.907047780479668
0.0440068455503127,0.505458734082825
0.364782193274738,-0.324992397129307
0.829965602322648,0.570214572840134
-0.189949382716613,0.659514144832783
-0.344746327975887,0.151241629565881
-0.329685707653555,-0.664549018444089
-0.739840428000425,-0.495521545771979
0.305665450702655,0.468140134719875
-1.03916483345777,-0.296085397777985
0.826549313932732,0.683801692568699
-1.82064976319729,0.086442441622333
2.3254129163244,1.39759433944143
-0.56356459252858,0.17479368789585
-1.25138134860589,0.212378077265388
-0.653168077322928,-0.32252763966164
-0.398785848382984,0.227674355840767
-1.07360004635777,-0.552894031791609
-0.974408651141195,0.511690035295087
-1.07752707662905,-0.112061670736452
0.325187603237094,0.216349447466093
-0.217789853202668,-0.735682347020857
-1.13343790831181,0.296614507865454
-1.2089527746141,0.372380874021829
1.86792069067358,0.410218354859025
-0.95647821042008,-0.884014104435366
-0.25899018237573,-0.883963278552654
0.214067534188069,-0.63306538842454
0.441858275620657,0.144127817915782
0.459293828173857,0.542514957998137
-0.0225405681689386,0.135429842649047
-0.435888124678265,0.175729751444687
-0.415596836234995,-0.502876493292354
-1.02000150032755,1.30314007890742
-0.153776035090964,0.156975088701297
-0.226980552335181,-0.54817154714154
-0.220473944839602,0.612812325301671
1.02505938753439,-0.407478551384399
-0.384230766703406,-0.774533437676709
-0.699135736708883,-1.22817629856466
-0.351216587838281,0.0116879205822984
-0.639081984633137,-1.06819891615876
-0.253926308217085,-0.618242710351426
-0.0614057394396785,-0.111380589157536
-1.10760124262997,-0.439939353330075
0.108773545716191,0.146879468334505
-0.690297538989929,-0.0671922469627149
1.40123258324157,1.96770584095628
0.331425504117416,0.403366557300905
-0.85811217149662,-0.0815621935786938
-0.714874010393882,-0.179178948360505
0.368313007859966,-0.0238189016052471
0.395847082529568,0.654461877449431
-1.02237125864401,-0.421755731809226
0.511947212349394,0.926602810654715
0.0966416387874912,1.48488439119676
-0.182095974913783,0.209945007698584
-0.0102412913501759,0.573471995609917
0.828088555285976,0.00994221103841462
1.77127516055763,-0.383081439815679
-0.558381820502914,-0.204658211653197
-1.1410508970618,-0.462838167280367
-0.325518890894056,0.481595492406481
-1.52943434351523,-1.36786694392728
-0.416852180494792,-0.0424382482764436
0.448654132857927,0.943249090459759
0.060812013474517,-0.352030195996175
0.57422879654408,0.78030863246329
1.2260162334579,0.279160828262994
0.517672624416861,0.424351042802664
0.199293330837616,-0.492998643381891
-0.999323144657877,-1.19501517775767
2.46578540875752,0.401917744076104
-0.848500411845836,0.559616562699594
-0.647454043545295,0.216948120312222
-1.57417712221872,-0.7453223299
-0.687635638817891,-0.173423103596487
